amount,avg_txn_amount,amount_deviation,txn_frequency_24h,txn_hour,is_new_beneficiary,prior_suspicious_count,account_age_days,balance_to_amount_ratio,is_transfer,is_fraud
22544.9,24266.5,-0.0709,3,7,0,0,504,13.3133,1,0
13286.53,11990.23,0.1081,0,14,0,0,44,6.9108,0,0
25546.05,24920.44,0.0251,2,12,1,0,1692,12.5745,0,0
9606.21,14441.06,-0.3348,1,8,0,0,1019,13.1158,0,0
18552.46,24572.98,-0.245,2,18,0,0,1144,11.7564,1,0
36373.09,24241.57,0.5004,1,19,0,0,510,4.8748,1,0
18475.24,15778.56,0.1709,2,9,0,0,62,2.416,1,0
4830.47,8395.09,-0.4246,0,15,0,0,1217,53.7418,0,0
8326.48,17635.74,-0.5278,1,23,0,0,1530,17.1709,1,0
16292.98,17647.36,-0.0767,0,4,0,0,1006,9.4685,1,0
24454.41,18726.99,0.3058,1,0,1,0,1525,3.8589,1,0
10845.76,11170.74,-0.0291,1,3,0,0,176,4.6544,1,0
17309.76,17610.39,-0.0171,2,9,0,0,1309,12.4056,0,0
271453.53,11923.92,21.7636,6,3,1,2,134,0.0512,1,1
11071.21,9486.29,0.1671,0,14,0,0,881,13.2641,1,0
5750.02,4251.44,0.3524,2,10,0,0,530,22.1502,1,0
5235.64,21640.57,-0.758,0,12,1,0,180,34.7521,1,0
121632.12,7400.29,15.434,4,20,1,0,381,0.4589,1,1
7182.02,4704.54,0.5265,0,8,0,0,790,26.2632,1,0
24981.47,16799.33,0.487,2,19,0,0,277,2.3505,1,0
31788.05,24651.63,0.2895,0,8,0,0,948,4.6851,0,0
15889.33,15655.07,0.015,0,9,1,0,1462,6.9685,1,0
323291.71,13268.39,23.3638,5,2,0,3,378,0.0699,1,1
10095.33,9827.89,0.0272,0,18,1,0,1415,14.3011,1,0
4819.98,6205.31,-0.2232,2,11,0,0,792,62.0981,0,0
2585.2,3338.06,-0.2255,2,10,0,0,493,88.4872,1,0
12648.79,8986.26,0.4075,3,18,0,0,1313,31.2594,0,0
24297.06,22931.0,0.0596,2,9,0,0,1153,2.3496,1,0
15080.78,11297.43,0.3349,0,7,0,0,657,3.9717,1,0
21979.36,16900.87,0.3005,1,20,0,0,624,9.4244,1,0
8236.67,16634.68,-0.5048,0,6,0,0,34,35.4526,0,0
4351.05,3145.62,0.3831,2,11,0,0,1484,60.373,1,0
4348.83,4106.26,0.0591,1,12,0,0,1831,37.7163,0,0
12501.23,12825.86,-0.0253,2,17,0,0,128,3.6603,0,0
25967.76,24639.61,0.0539,1,13,0,0,1248,9.9379,0,0
13503.3,11928.53,0.132,0,12,0,0,369,23.7857,0,0
26932.61,16306.67,0.6516,2,11,0,0,215,11.3197,1,0
4456.4,5711.17,-0.2197,3,13,1,0,654,4.9157,0,0
27921.78,23127.19,0.2073,3,2,0,0,1739,4.6556,1,0
37311.23,20934.79,0.7822,3,23,0,0,749,5.9827,0,0
524067.72,13162.48,38.8123,6,20,0,0,110,0.0463,1,1
13399.62,12499.24,0.072,1,9,0,0,1183,7.3468,1,0
8486.04,7036.74,0.2059,0,11,1,0,1157,23.0703,0,0
3712.21,22797.74,-0.8371,1,8,0,0,1947,97.0805,0,0
3267.06,3113.5,0.0493,0,23,0,0,1442,72.6093,0,0
17525.9,19777.32,-0.1138,3,18,1,0,1706,13.5881,1,0
27423.91,22567.89,0.2152,2,14,0,0,1723,14.0047,1,0
5103.63,6778.22,-0.247,3,10,0,0,1761,23.2736,0,0
14822.92,14825.24,-0.0002,0,10,0,0,1634,11.7395,1,0
15515.31,10286.7,0.5082,2,6,0,0,1044,24.515,1,0
3928.0,4595.7,-0.1453,2,9,0,0,352,61.768,1,0
112616.85,9172.01,11.2771,6,22,1,0,104,0.3557,1,1
8718.59,24191.47,-0.6396,1,8,0,0,538,15.9998,1,0
9056.14,12515.12,-0.2764,0,7,0,0,1351,13.663,0,0
8157.28,6497.5,0.2554,2,5,0,0,1358,32.9412,0,0
10794.1,7445.74,0.4496,0,2,0,0,825,18.9383,1,0
24966.49,19358.85,0.2897,2,14,0,0,1002,1.8059,0,0
23066.93,21728.5,0.0616,1,18,0,0,964,4.0424,0,0
10987.14,15209.91,-0.2776,1,22,0,0,1202,8.5423,1,0
17939.55,17469.78,0.0269,3,9,0,0,1293,16.8787,0,0
12271.39,9155.18,0.3403,1,16,0,0,450,17.9721,1,0
214028.29,7773.83,26.5285,3,2,0,3,210,0.2114,1,1
9058.31,8744.98,0.0358,3,22,0,0,1581,16.7474,1,0
8505.16,12291.66,-0.308,1,0,0,0,1984,27.6619,0,0
4979.86,4154.63,0.1986,1,12,0,0,1583,68.3214,0,0
4862.34,4080.96,0.1914,3,7,0,0,391,34.001,1,0
15907.99,13964.6,0.1392,1,6,0,0,881,9.9453,1,0
19554.59,24086.18,-0.1881,3,14,0,0,1376,5.5281,0,0
29350.23,16252.55,0.8058,0,21,0,0,1556,3.5413,0,0
29300.13,18462.59,0.587,2,13,1,0,225,9.0462,1,0
18835.07,20528.61,-0.0825,3,8,0,0,1619,1.5994,1,0
19712.47,19434.31,0.0143,3,13,0,0,1174,4.4013,1,0
14771.03,22574.57,-0.3457,0,9,1,0,868,5.3953,1,0
5787.82,6730.82,-0.1401,3,6,0,0,595,23.2223,0,0
9184.96,16027.59,-0.4269,0,18,0,0,1987,21.3266,0,0
8926.33,8446.67,0.0568,1,15,0,0,1804,16.46,0,0
6808.8,6347.28,0.0727,2,8,0,0,1519,57.195,0,0
3763.55,3952.98,-0.0479,0,12,0,0,1863,23.0671,0,0
17132.52,11224.06,0.5264,0,6,0,0,1973,17.9729,1,0
11827.23,18405.02,-0.3574,1,11,0,0,436,19.6973,0,0
19909.82,16019.87,0.2428,0,7,0,0,324,10.6918,1,0
30583.47,16600.05,0.8423,1,13,1,0,898,11.1308,1,0
21445.08,17689.89,0.2123,1,16,0,0,938,14.4218,0,0
14619.51,12740.91,0.1474,3,17,0,0,1998,11.1686,1,0
23060.67,20984.35,0.0989,1,4,0,0,720,2.7486,1,0
5635.48,6216.38,-0.0934,3,8,0,0,509,6.2733,0,0
7252.18,18549.72,-0.609,2,21,0,0,1046,16.3612,1,0
39988.15,21129.52,0.8925,1,20,0,0,1883,5.7742,0,0
20671.46,21063.71,-0.0186,2,13,0,0,1297,5.0844,0,0
13030.51,21053.41,-0.3811,0,16,0,0,401,7.3205,0,0
26242.09,20643.89,0.2712,0,13,0,0,770,10.6135,0,0
4616.41,4217.84,0.0945,3,15,0,0,1161,48.2934,0,0
45977.19,24998.94,0.8391,1,7,1,0,1375,8.2792,0,0
7620.22,9364.41,-0.1862,0,7,0,0,1244,11.7713,0,0
17499.98,15162.75,0.1541,2,10,0,0,177,7.7837,0,0
4777.6,3124.8,0.5288,0,22,0,0,1679,78.9343,0,0
5617.23,5422.92,0.0358,1,10,0,0,994,31.4665,1,0
332747.11,11675.99,27.496,9,4,1,1,19,0.168,1,1
15538.56,14669.73,0.0592,2,21,0,0,1419,11.9179,0,0
16515.69,22628.25,-0.2701,3,7,0,0,918,23.9733,0,0
10157.88,24060.44,-0.5778,0,6,1,0,398,20.7703,1,0
29006.18,20913.39,0.3869,2,15,1,0,705,6.0389,0,0
11467.17,18064.78,-0.3652,1,16,0,0,108,22.2409,0,0
25915.5,19606.49,0.3218,0,17,0,0,1212,14.1582,1,0
13464.81,13888.44,-0.0305,1,11,0,0,781,27.309,1,0
2758.83,4161.03,-0.3369,3,13,0,0,752,71.8053,1,0
13427.45,24375.8,-0.4491,0,8,0,0,223,13.2733,1,0
23393.64,23909.12,-0.0216,2,12,1,0,145,15.8284,0,0
9290.99,11932.72,-0.2214,1,7,0,0,1923,9.2441,0,0
9308.07,16623.07,-0.44,3,13,0,0,251,34.1079,0,0
12996.85,9200.43,0.4126,3,16,0,0,1731,29.2506,0,0
13164.68,12681.01,0.0381,0,16,0,0,1374,25.968,0,0
17451.77,15671.39,0.1136,3,15,0,0,1783,8.619,0,0
14557.06,17977.88,-0.1903,3,20,0,0,516,11.8597,0,0
17465.85,14191.36,0.2307,1,0,0,0,82,2.0097,0,0
15736.53,13883.73,0.1334,2,10,0,0,1189,9.0668,1,0
12492.19,9595.39,0.3019,2,9,0,0,883,26.4131,1,0
12289.63,10364.2,0.1858,1,9,0,0,1453,26.84,0,0
6061.53,9231.42,-0.3433,3,13,0,0,481,45.8266,0,0
24215.38,17416.07,0.3904,0,5,0,0,1470,5.0627,1,0
17914.43,21319.98,-0.1597,0,21,0,0,1020,10.53,1,0
9549.73,19080.5,-0.4995,0,17,0,0,909,16.3469,1,0
4332.02,6931.83,-0.375,2,17,0,0,312,91.3065,1,0
25736.02,16740.59,0.5373,2,9,0,0,1117,9.314,0,0
14362.48,13102.24,0.0962,3,23,0,0,974,19.4796,1,0
9501.5,5174.36,0.8361,2,16,0,0,1191,36.5758,1,0
4996.88,3185.21,0.5686,3,14,0,0,1284,55.2553,1,0
22505.79,22853.74,-0.0152,0,23,0,0,1635,3.6683,1,0
2695.04,3067.26,-0.1213,0,16,0,0,447,132.7119,0,0
22389.17,17235.64,0.299,2,5,0,0,1599,7.094,0,0
7718.71,11129.46,-0.3064,2,9,0,0,699,42.3058,1,0
26205.81,20130.23,0.3018,3,6,1,0,1937,2.7837,1,0
28696.03,24434.89,0.1744,0,9,0,0,1982,8.4624,1,0
1324.85,5508.59,-0.7594,1,8,0,0,434,115.2185,0,0
1905.88,3441.72,-0.4461,0,4,0,0,798,62.5255,0,0
3974.18,8052.61,-0.5064,1,9,1,0,1514,49.0639,1,0
6424.16,8091.41,-0.206,0,9,0,0,604,33.2674,1,0
20364.7,13894.46,0.4656,3,9,0,0,1337,6.702,0,0
213877.56,11527.38,17.5523,8,5,1,3,287,0.03,1,1
18250.53,19588.39,-0.0683,0,21,1,0,1773,1.1859,1,0
9846.56,23383.41,-0.5789,1,12,1,0,770,30.419,1,0
26312.09,16247.34,0.6194,2,21,0,0,953,13.5375,1,0
18358.19,20122.8,-0.0877,1,15,0,0,863,13.6039,0,0
8649.62,18673.35,-0.5368,3,1,0,0,450,19.201,1,0
9653.25,11593.09,-0.1673,1,11,0,0,1629,8.3874,0,0
12936.37,17361.53,-0.2549,0,17,1,0,1361,12.5714,0,0
5219.21,6519.6,-0.1994,3,13,1,0,1792,31.84,1,0
10640.22,9296.27,0.1446,1,14,0,0,1506,14.4609,1,0
3131.33,3625.74,-0.1363,3,23,0,0,1556,99.157,0,0
2193.04,3476.47,-0.3691,1,7,0,0,1149,33.6551,0,0
3574.42,3921.25,-0.0884,0,8,0,0,1663,39.5646,0,0
2481.11,3474.45,-0.2858,2,17,0,0,1111,80.5363,1,0
2541.53,3686.27,-0.3105,0,13,0,0,1135,96.0517,0,0
15771.57,12694.48,0.2424,1,11,0,0,1330,22.7751,1,0
13443.16,17489.39,-0.2313,1,9,0,0,513,7.1521,1,0
10666.97,11212.65,-0.0487,2,17,0,0,1531,28.4947,1,0
29499.29,3574.99,7.2495,7,12,0,0,378,1.1535,1,1
13516.83,10850.51,0.2457,3,12,1,0,1944,27.2088,0,0
10796.52,8638.12,0.2498,2,11,0,0,1364,15.6703,1,0
5358.54,4730.24,0.1328,2,8,0,0,186,65.4532,1,0
10487.44,17101.72,-0.3867,2,18,0,0,1720,8.1095,1,0
9565.83,13236.54,-0.2773,2,17,0,0,218,6.9403,0,0
27288.09,19861.73,0.3739,0,14,0,0,690,3.2846,1,0
10592.62,14651.03,-0.277,3,7,1,0,1749,24.9976,0,0
13395.59,15341.09,-0.1268,0,13,0,0,1427,21.8101,1,0
11840.77,22311.16,-0.4693,3,23,0,0,823,9.5741,1,0
8918.99,12106.46,-0.2633,1,16,0,0,1163,26.2062,1,0
3881.84,5376.81,-0.278,3,8,1,0,90,29.685,0,0
14930.01,14858.38,0.0048,2,22,0,0,85,3.8338,0,0
5571.02,4140.98,0.3453,2,6,0,0,1044,71.4535,0,0
14205.63,18363.52,-0.2264,3,18,0,0,1234,4.4635,0,0
9847.91,8128.46,0.2115,0,11,0,0,906,25.1641,1,0
8282.93,6327.82,0.3089,0,7,0,0,405,39.0302,0,0
7710.05,10358.84,-0.2557,1,13,0,0,467,38.3265,0,0
7312.87,5102.69,0.4331,0,11,1,0,514,6.6224,0,0
13387.34,14568.07,-0.081,0,0,1,0,1372,11.892,0,0
8238.95,10589.28,-0.2219,0,9,1,0,205,3.56,0,0
7028.23,5597.25,0.2556,0,8,1,0,1315,26.0545,0,0
27989.59,23606.73,0.1857,1,21,0,0,1742,12.6919,0,0
18169.82,12735.79,0.4266,2,1,0,0,1453,15.0603,1,0
17289.1,24984.88,-0.308,3,19,0,0,1692,19.1067,0,0
175217.34,6841.4,24.6077,8,0,1,2,349,0.1836,1,1
20043.09,14719.54,0.3616,1,8,1,0,896,18.9484,1,0
17975.89,20061.98,-0.104,3,16,0,0,820,2.0352,1,0
11998.57,12071.45,-0.006,2,20,0,0,1370,4.5452,1,0
21055.53,15401.54,0.3671,0,15,0,0,1540,4.0011,1,0
18572.85,19741.14,-0.0592,2,6,0,0,700,5.5022,0,0
6056.91,6499.17,-0.068,0,14,0,0,86,4.9098,1,0
3360.42,4183.6,-0.1967,3,14,0,0,1704,73.3399,0,0
7758.64,7328.0,0.0588,0,9,0,0,1940,31.2367,0,0
7535.02,11062.19,-0.3188,1,18,1,0,898,50.9479,0,0
10081.32,11047.11,-0.0874,1,10,0,0,821,3.9118,1,0
18060.29,20432.66,-0.1161,1,12,0,0,1811,21.4067,0,0
14298.98,22073.28,-0.3522,1,6,0,0,1619,26.4109,0,0
7017.69,9209.66,-0.238,1,12,0,0,1492,21.724,1,0
5765.75,8070.74,-0.2856,2,21,0,0,514,44.2119,0,0
24924.87,21268.19,0.1719,1,7,0,0,1435,15.7818,1,0
11119.48,15405.97,-0.2782,2,17,0,0,1602,24.9981,0,0
14531.88,18773.8,-0.2259,3,8,0,0,1623,11.0052,0,0
26904.11,17050.0,0.5779,1,16,0,0,97,12.3092,0,0
6273.44,8794.6,-0.2866,2,9,0,0,122,44.1578,0,0
2953.0,6139.67,-0.5189,2,7,0,0,1918,86.94,0,0
4420.45,6251.73,-0.2929,2,13,1,0,1239,68.4707,1,0
11659.0,19950.88,-0.4156,2,20,0,0,1082,17.5803,0,0
15240.45,10577.13,0.4408,3,17,0,0,882,17.3514,0,0
16528.24,18375.84,-0.1005,2,20,0,0,1199,22.976,1,0
24948.38,24108.46,0.0348,0,21,0,0,188,8.1581,0,0
22563.0,22853.19,-0.0127,2,9,1,0,267,11.3476,0,0
5404.19,5174.48,0.0444,0,8,1,0,1763,26.866,1,0
6372.16,12611.1,-0.4947,3,15,0,0,1180,41.2545,1,0
7137.62,7394.49,-0.0347,3,9,0,0,1046,13.537,1,0
5340.37,11449.92,-0.5335,1,10,0,0,1603,60.0231,0,0
9425.78,9940.03,-0.0517,0,7,0,0,967,37.0618,1,0
12983.37,14435.12,-0.1006,2,16,0,0,734,21.4666,0,0
15633.36,22162.19,-0.2946,3,9,0,0,504,5.8005,1,0
24771.82,22624.45,0.0949,3,20,0,0,1002,7.3533,0,0
16557.11,16539.57,0.0011,2,6,0,0,1775,13.2813,0,0
14357.88,15397.87,-0.0675,2,12,0,0,633,20.3371,0,0
10854.79,10461.37,0.0376,3,6,0,0,1486,22.9185,0,0
29766.62,22832.47,0.3037,0,17,1,0,231,4.4316,0,0
4347.03,3343.87,0.2999,0,0,1,0,1477,47.1587,1,0
15706.25,13052.41,0.2033,1,6,0,0,1980,23.8268,1,0
24897.82,24741.36,0.0063,3,19,0,0,695,14.9525,1,0
105784.55,3935.9,25.8703,8,23,1,3,197,0.4213,1,1
6939.11,14928.29,-0.5351,0,3,0,0,1912,43.8366,1,0
22733.2,18489.18,0.2295,2,22,0,0,1873,5.7159,1,0
13482.84,9574.09,0.4082,0,20,0,0,1504,14.2882,0,0
20011.05,14400.96,0.3895,0,18,0,0,1591,3.1148,1,0
34263.8,24122.48,0.4204,1,9,0,0,1407,9.8111,0,0
4901.58,5461.36,-0.1025,0,8,0,0,1959,12.1262,0,0
11680.62,19920.62,-0.4136,1,10,0,0,338,22.1004,1,0
14286.83,15652.01,-0.0872,3,9,0,0,322,20.4631,0,0
10966.04,10247.39,0.0701,3,9,0,0,1533,3.3429,1,0
22258.14,18097.2,0.2299,0,9,0,0,1887,11.6461,1,0
84815.33,12342.25,5.8715,3,4,1,1,246,0.701,1,1
7235.85,12436.94,-0.4182,2,17,1,0,1465,12.5755,0,0
24951.76,19548.31,0.2764,3,9,0,0,298,6.3612,1,0
28247.33,23072.11,0.2243,1,10,0,0,661,4.3174,0,0
2581.46,3899.24,-0.3379,1,6,0,0,1135,111.4644,0,0
8488.46,9605.44,-0.1163,1,8,0,0,1444,24.2481,0,0
12848.92,16486.86,-0.2206,0,2,1,0,395,4.8231,1,0
10087.5,10091.07,-0.0004,0,23,0,0,581,38.2144,1,0
19098.03,20069.49,-0.0484,1,0,0,0,507,16.8841,1,0
13599.96,12797.88,0.0627,0,18,1,0,316,4.5112,1,0
3600.72,3290.61,0.0942,1,12,0,0,1735,73.3352,0,0
32079.0,23546.35,0.3624,0,11,0,0,973,7.6214,0,0
9632.66,14387.41,-0.3305,2,0,1,0,469,41.2612,1,0
16920.43,19120.99,-0.1151,1,21,0,0,1344,13.4556,1,0
4409.6,4230.3,0.0424,3,21,0,0,1607,74.9362,0,0
9481.58,11478.43,-0.1739,3,15,0,0,1876,39.0445,0,0
21027.68,17307.41,0.2149,2,17,1,0,496,8.7488,0,0
10256.65,19321.99,-0.4691,2,16,0,0,103,9.7578,1,0
5405.65,4182.33,0.2924,2,7,0,0,888,71.4081,0,0
15147.18,16709.42,-0.0935,2,15,0,0,1457,23.8984,0,0
10246.3,11764.73,-0.1291,0,10,0,0,1077,32.4456,1,0
13567.66,17056.89,-0.2046,1,10,0,0,1982,18.5286,1,0
323268.59,12427.29,25.0108,6,4,1,0,233,0.1378,1,1
8548.74,10541.43,-0.189,3,12,0,0,1869,28.7115,1,0
17000.14,18056.79,-0.0585,0,17,0,0,235,3.1965,0,0
1994.81,3361.38,-0.4064,0,12,0,0,1928,187.5676,1,0
15841.05,21068.41,-0.2481,0,15,0,0,476,14.6588,0,0
21787.65,20911.67,0.0419,0,18,0,0,1514,17.0988,1,0
189218.97,5621.26,32.6555,9,19,1,1,33,0.2321,1,1
12395.58,11035.37,0.1232,3,6,0,0,1552,19.0609,0,0
24060.46,13811.98,0.7419,2,10,0,0,1234,16.1581,0,0
18564.22,12792.45,0.4512,2,15,0,0,1156,18.3837,1,0
10832.23,9316.0,0.1627,1,17,1,0,1352,8.1594,1,0
7016.65,4559.09,0.5389,0,12,0,0,1137,18.9987,0,0
21178.33,22828.05,-0.0723,0,7,0,0,719,7.3834,1,0
6140.13,4874.96,0.2595,0,14,0,0,1163,37.9957,1,0
13258.69,15347.81,-0.1361,1,12,0,0,1073,29.514,0,0
7201.21,7251.72,-0.007,0,21,1,0,485,4.4774,1,0
11858.62,9199.54,0.289,3,22,1,0,489,14.2945,0,0
18355.07,17985.84,0.0205,3,14,0,0,364,10.3246,1,0
15192.74,20835.12,-0.2708,1,18,0,0,56,11.6962,0,0
20629.41,18715.06,0.1023,3,12,1,0,1756,6.9537,1,0
16198.3,15910.71,0.0181,3,9,0,0,1656,24.3957,1,0
11322.96,9960.97,0.1367,0,23,1,0,1785,10.5851,0,0
33191.08,21741.17,0.5266,0,16,0,0,707,10.5561,1,0
16613.85,13813.44,0.2027,2,9,0,0,1290,19.2625,0,0
10291.64,7868.82,0.3079,0,22,0,0,705,30.7239,0,0
3805.18,3310.53,0.1494,3,18,0,0,489,57.753,1,0
11479.21,23847.51,-0.5186,3,18,0,0,1236,13.7196,0,0
223007.69,10100.82,21.0761,8,20,1,0,140,0.0373,1,1
17312.52,16679.0,0.038,0,17,0,0,1839,7.4088,0,0
100,14411.03,-0.993,3,9,0,0,1898,1997.8314,1,0
8606.84,8996.99,-0.0434,0,8,0,0,974,14.2572,1,0
4539.33,4786.12,-0.0516,0,7,0,0,1441,24.4803,1,0
3557.79,7972.65,-0.5537,3,14,0,0,1308,34.9391,1,0
9289.9,6577.15,0.4124,0,11,0,0,327,14.4865,1,0
18934.99,19135.07,-0.0105,1,13,0,0,126,8.1589,1,0
7629.1,9489.53,-0.196,2,22,0,0,1821,46.7951,1,0
4057.59,6114.99,-0.3364,3,20,0,0,527,66.1452,1,0
24866.2,16776.07,0.4822,2,19,0,0,1294,9.3504,1,0
22423.1,17433.12,0.2862,2,11,0,0,862,8.8803,1,0
7028.64,24164.64,-0.7091,3,18,0,0,817,40.1613,1,0
6166.35,5046.59,0.2218,3,16,0,0,1561,60.007,0,0
13790.39,18135.6,-0.2396,1,15,0,0,1375,18.3509,1,0
11453.51,17966.2,-0.3625,0,23,0,0,242,32.8606,0,0
356774.7,10243.29,33.8268,3,2,1,0,83,0.1038,1,1
12988.24,15741.14,-0.1749,3,13,0,0,1157,11.1899,1,0
9003.0,9991.23,-0.0989,3,3,0,0,274,36.099,0,0
173367.53,9870.24,16.563,9,18,1,1,389,0.2921,1,1
6214.35,10007.66,-0.379,2,12,0,0,1033,54.7336,1,0
29359.35,20380.62,0.4405,0,13,0,0,176,9.7252,0,0
6700.49,9175.4,-0.2697,2,5,0,0,1141,41.6903,0,0
7055.38,13485.25,-0.4768,2,7,0,0,1000,41.178,0,0
21138.73,18327.57,0.1534,1,21,0,0,1255,9.523,1,0
8256.64,9162.58,-0.0989,3,8,0,0,554,10.6678,1,0
9219.36,11579.62,-0.2038,2,9,0,0,1421,30.2566,0,0
15916.68,13439.01,0.1844,3,20,0,0,716,4.966,0,0
17251.29,13394.01,0.288,0,20,0,0,471,11.4919,1,0
25940.05,19030.62,0.363,3,20,0,0,1061,15.3062,1,0
4410.41,6896.36,-0.3604,1,17,1,0,49,10.1293,1,0
10854.69,22183.36,-0.5107,3,15,0,0,731,28.8662,1,0
10300.48,8728.96,0.18,2,23,0,0,948,3.2211,1,0
5905.71,4481.29,0.3178,2,17,0,0,238,17.4468,1,0
29769.72,23526.66,0.2654,0,7,0,0,328,7.7858,1,0
4335.41,6492.58,-0.3322,2,11,0,0,1788,26.5539,0,0
3333.86,6001.42,-0.4444,0,11,0,0,1895,62.7211,1,0
16781.18,12829.15,0.308,3,23,0,0,1526,14.2768,0,0
8158.72,6357.88,0.2832,3,1,0,0,1038,17.4909,0,0
7117.12,8320.1,-0.1446,0,13,0,0,607,33.6733,0,0
8113.44,7041.26,0.1522,0,17,0,0,671,37.3998,1,0
20883.83,17740.86,0.1771,1,14,1,0,1915,14.2126,1,0
8449.38,11475.28,-0.2637,2,14,1,0,693,40.3655,1,0
5071.53,3947.68,0.2846,3,8,0,0,312,23.6995,1,0
5393.07,11239.78,-0.5201,0,5,0,0,179,66.6106,0,0
8484.75,8699.2,-0.0246,2,13,0,0,510,40.7561,0,0
5404.02,5716.37,-0.0546,3,6,0,0,700,14.3758,0,0
31784.4,21740.28,0.462,1,5,0,0,1969,7.807,1,0
6694.0,5179.46,0.2924,1,10,0,0,1645,45.6627,1,0
20599.45,19638.3,0.0489,2,14,0,0,614,16.3926,0,0
13863.15,18616.16,-0.2553,2,11,0,0,1408,20.0342,1,0
71307.33,4008.17,16.7863,7,5,1,0,356,0.553,1,1
5524.13,4303.84,0.2835,2,2,0,0,51,11.7989,1,0
13137.3,17183.07,-0.2354,0,23,0,0,1352,25.0294,0,0
12879.68,15106.69,-0.1474,3,12,0,0,588,13.2627,0,0
3875.01,4492.39,-0.1374,0,15,0,0,1513,80.3591,1,0
23641.72,18141.32,0.3032,3,15,0,0,738,10.7826,1,0
4901.6,3666.29,0.3368,2,12,0,0,1432,53.8337,0,0
14960.93,17881.36,-0.1633,3,22,0,0,536,7.9739,1,0
4327.96,5462.51,-0.2077,0,13,0,0,1974,69.0935,1,0
9603.89,8838.92,0.0865,2,7,0,0,1914,35.1703,0,0
23592.54,18345.32,0.286,2,11,0,0,1233,3.9433,1,0
6060.55,6363.14,-0.0475,0,7,0,0,1041,50.891,0,0
7828.91,11166.32,-0.2989,2,12,1,0,1905,45.3103,1,0
7583.53,12568.69,-0.3966,3,10,0,0,1421,5.5107,0,0
9836.1,9420.64,0.0441,0,16,0,0,527,17.0135,1,0
343179.12,13385.2,24.6369,6,10,1,1,229,0.1673,1,1
8330.01,9049.18,-0.0795,3,5,0,0,686,11.788,0,0
15286.84,20241.62,-0.2448,1,7,0,0,1150,17.0872,1,0
10318.25,21957.55,-0.5301,0,3,0,0,622,23.1988,1,0
18071.49,13886.33,0.3014,3,7,1,0,849,10.8611,0,0
16072.57,20221.64,-0.2052,2,13,1,0,751,14.887,1,0
12644.81,10802.98,0.1705,0,11,0,0,645,30.0003,0,0
2538.37,5784.83,-0.5611,0,13,0,0,288,14.6871,1,0
20241.37,19947.47,0.0147,3,10,0,0,1740,4.3478,1,0
16018.7,12066.59,0.3275,2,13,0,0,817,5.9786,1,0
968.91,4056.68,-0.761,0,13,1,0,1995,221.3184,1,0
8273.29,6730.3,0.2292,0,22,0,0,186,7.4751,1,0
17687.83,11447.12,0.5451,1,6,0,0,1891,7.5402,1,0
11425.63,14781.14,-0.227,3,10,0,0,826,27.818,1,0
11235.67,18661.97,-0.3979,1,14,0,0,1719,17.801,1,0
80123.91,8210.22,8.758,9,1,1,0,20,0.4433,1,1
4498.05,5925.78,-0.2409,0,7,0,0,1113,77.1071,0,0
25928.48,24056.13,0.0778,3,14,0,0,148,5.8798,1,0
6332.51,18342.94,-0.6547,1,12,0,0,156,19.6833,1,0
8980.97,11157.4,-0.195,2,11,0,0,835,37.309,1,0
13063.61,18814.41,-0.3056,1,7,0,0,1756,11.4149,0,0
24789.17,22197.54,0.1167,1,8,0,0,404,9.4936,1,0
14948.55,15628.06,-0.0435,3,17,0,0,1001,25.4611,0,0
26104.32,22636.59,0.1532,3,18,0,0,392,2.5626,1,0
15809.27,14601.42,0.0827,3,16,0,0,608,15.0872,0,0
6240.78,5119.34,0.219,3,17,0,0,1385,7.8626,0,0
18525.34,17198.75,0.0771,0,15,0,0,520,16.2466,0,0
22569.29,22095.6,0.0214,0,16,0,0,1966,16.6957,1,0
12467.44,12353.22,0.0092,3,3,0,0,1767,6.9645,0,0
6958.18,7117.35,-0.0224,2,10,0,0,461,55.2134,0,0
6262.35,4677.9,0.3386,1,8,1,0,449,37.4816,0,0
16897.3,20759.16,-0.186,3,9,0,0,270,10.7498,0,0
14426.25,19034.28,-0.2421,3,19,0,0,1192,26.3764,0,0
29381.07,21775.85,0.3492,1,12,0,0,1024,10.3484,0,0
11212.97,13858.21,-0.1909,0,10,0,0,882,29.0844,1,0
3011.99,15986.94,-0.8115,1,20,0,0,693,96.5158,1,0
9729.98,10843.44,-0.1027,1,6,0,0,1808,21.3067,0,0
1930.23,3685.09,-0.4761,3,2,0,0,1624,177.3448,1,0
4016.67,3228.71,0.244,3,8,0,0,1512,70.0127,1,0
7648.03,15406.05,-0.5035,2,16,0,0,1702,30.3755,0,0
8421.9,7519.21,0.12,3,15,0,0,1780,7.183,1,0
14175.85,15204.28,-0.0676,0,14,0,0,1798,10.8972,0,0
6097.46,6771.32,-0.0995,3,1,0,0,1896,54.7778,1,0
3152.14,3906.01,-0.193,1,7,0,0,834,66.8896,1,0
4290.88,5231.68,-0.1798,2,6,0,0,1565,37.3707,0,0
8890.78,9409.84,-0.0552,3,17,1,0,1561,13.8414,1,0
33536.05,24908.34,0.3464,0,10,0,0,860,1.0161,0,0
1911.14,3014.87,-0.366,1,23,1,0,1836,200.8498,1,0
2967.58,3851.94,-0.2295,2,9,0,0,496,124.3057,0,0
8108.19,9048.93,-0.1039,2,9,0,0,1201,35.0577,1,0
9073.57,5168.69,0.7553,3,17,0,0,111,12.196,0,0
